state,parent_state,to_move,layer,P(X wins),P(X wins) difference,P(O wins),P(O wins) difference,P(draws),P(draws) difference
XOXOX.XO.,XOXOX..O.,O,7,1.0,0.0,0.0,0.0,0.0,0.0
XOXOX..OX,XOXOX..O.,O,7,1.0,0.0,0.0,0.0,0.0,0.0
XOXOX..O.,XOXOX....,X,6,1.0,0.16666666669999997,0.0,0.0,0.0,-0.1666666667
XOXOXX..O,XOXOX...O,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
XOXOX.X.O,XOXOX...O,O,7,1.0,0.33333333330000003,0.0,0.0,0.0,-0.3333333333
XOXOX..XO,XOXOX...O,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
XOXOX...O,XOXOX....,X,6,0.6666666667,-0.16666666660000007,0.0,0.0,0.3333333333,0.16666666659999999
XOXOX....,XOXO.....,O,5,0.8333333333,0.20000000000000007,0.0,-0.1666666667,0.1666666667,-0.03333333330000002
XOXOOXXO.,XOXOOXX..,X,8,0.0,0.0,1.0,0.5,0.0,-0.5
XOXOOXXXO,XOXOOXX.O,O,9,0.0,0.0,0.0,0.0,1.0,0.0
XOXOOXX.O,XOXOOXX..,X,8,0.0,0.0,0.0,-0.5,1.0,0.5
XOXOOXX..,XOXOOX...,O,7,0.0,-0.5,0.5,0.33333333330000003,0.5,0.16666666670000002
XOXOOXOXX,XOXOOXOX.,O,9,1.0,0.0,0.0,0.0,0.0,0.0
XOXOOXOX.,XOXOOX.X.,X,8,1.0,0.5,0.0,0.0,0.0,-0.5
XOXOOX.XO,XOXOOX.X.,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
XOXOOX.X.,XOXOOX...,O,7,0.5,0.0,0.0,-0.1666666667,0.5,0.16666666670000002
XOXOOX..X,XOXOOX...,O,7,1.0,0.5,0.0,-0.1666666667,0.0,-0.3333333333
XOXOOX...,XOXO.X...,X,6,0.5,-0.08333333330000003,0.1666666667,0.08333333339999999,0.3333333333,0.0
XOXO.XOXO,XOXO.XOX.,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
XOXO.XOX.,XOXO.XO..,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
XOXO.XO.X,XOXO.XO..,O,7,1.0,0.33333333330000003,0.0,0.0,0.0,-0.3333333333
XOXO.XO..,XOXO.X...,X,6,0.6666666667,0.08333333339999993,0.0,-0.0833333333,0.3333333333,0.0
XOXO.XXOO,XOXO.XXO.,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
XOXO.XXO.,XOXO.X.O.,O,7,0.5,-0.33333333330000003,0.5,0.33333333330000003,0.0,0.0
XOXO.X.OX,XOXO.X.O.,O,7,1.0,0.16666666669999997,0.0,-0.1666666667,0.0,0.0
XOXO.X.O.,XOXO.X...,X,6,0.8333333333,0.25,0.1666666667,0.08333333339999999,0.0,-0.3333333333
XOXO.XX.O,XOXO.X..O,O,7,0.5,0.16666666670000002,0.0,0.0,0.5,-0.16666666669999997
XOXO.X.XO,XOXO.X..O,O,7,0.0,-0.3333333333,0.0,0.0,1.0,0.33333333330000003
XOXO.X..O,XOXO.X...,X,6,0.3333333333,-0.25000000000000006,0.0,-0.0833333333,0.6666666667,0.3333333334
XOXO.X...,XOXO.....,O,5,0.5833333333,-0.04999999999999993,0.0833333333,-0.08333333339999999,0.3333333333,0.13333333329999997
XOXOOOXX.,XOXOO.XX.,X,8,0.0,0.0,1.0,0.5,0.0,-0.5
XOXOO.XXO,XOXOO.XX.,X,8,0.0,0.0,0.0,-0.5,1.0,0.5
XOXOO.XX.,XOXOO.X..,O,7,0.0,0.0,0.5,-0.16666666669999997,0.5,0.16666666670000002
XOXOOOX.X,XOXOO.X.X,X,8,0.0,0.0,1.0,0.0,0.0,0.0
XOXOO.XOX,XOXOO.X.X,X,8,0.0,0.0,1.0,0.0,0.0,0.0
XOXOO.X.X,XOXOO.X..,O,7,0.0,0.0,1.0,0.33333333330000003,0.0,-0.3333333333
XOXOO.X..,XOXO..X..,X,6,0.0,-0.5,0.6666666667,0.3333333334,0.3333333333,0.16666666659999999
XOXO.OXXO,XOXO.OXX.,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
XOXO.OXX.,XOXO.OX..,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
XOXOXOXOX,XOXO.OXOX,O,9,1.0,0.0,0.0,0.0,0.0,0.0
XOXO.OXOX,XOXO.OX.X,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
XOXO.OX.X,XOXO.OX..,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
XOXO.OX..,XOXO..X..,X,6,0.6666666667,0.16666666669999997,0.3333333333,0.0,0.0,-0.1666666667
XOXO..XOX,XOXO..XO.,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
XOXO..XO.,XOXO..X..,X,6,0.6666666667,0.16666666669999997,0.3333333333,0.0,0.0,-0.1666666667
XOXO..XXO,XOXO..X.O,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
XOXO..X.O,XOXO..X..,X,6,0.6666666667,0.16666666669999997,0.0,-0.3333333333,0.3333333333,0.16666666659999999
XOXO..X..,XOXO.....,O,5,0.5,-0.13333333329999997,0.3333333333,0.16666666659999999,0.1666666667,-0.03333333330000002
XOXOOO.XX,XOXOO..XX,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
XOXOO.OXX,XOXOO..XX,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
XOXOO..XX,XOXOO..X.,O,7,0.5,0.16666666670000002,0.5,0.16666666670000002,0.0,-0.3333333333
XOXOO..X.,XOXO...X.,X,6,0.3333333333,-0.16666666670000002,0.3333333333,0.16666666659999999,0.3333333333,0.0
XOXO.OOXX,XOXO.O.XX,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
XOXO.O.XX,XOXO.O.X.,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
XOXO.O.X.,XOXO...X.,X,6,0.6666666667,0.16666666669999997,0.3333333333,0.16666666659999999,0.0,-0.3333333333
XOXO..OXX,XOXO..OX.,O,7,1.0,0.33333333330000003,0.0,0.0,0.0,-0.3333333333
XOXO..OX.,XOXO...X.,X,6,0.6666666667,0.16666666669999997,0.0,-0.1666666667,0.3333333333,0.0
XOXO...XO,XOXO...X.,X,6,0.3333333333,-0.16666666670000002,0.0,-0.1666666667,0.6666666667,0.3333333334
XOXO...X.,XOXO.....,O,5,0.5,-0.13333333329999997,0.1666666667,0.0,0.3333333333,0.13333333329999997
XOXOO...X,XOXO....X,X,6,0.5,-0.25,0.5,0.25,0.0,0.0
XOXO.O..X,XOXO....X,X,6,0.6666666667,-0.08333333330000003,0.3333333333,0.08333333329999998,0.0,0.0
XOXO..O.X,XOXO....X,X,6,1.0,0.25,0.0,-0.25,0.0,0.0
XOXO...OX,XOXO....X,X,6,0.8333333333,0.08333333330000003,0.1666666667,-0.0833333333,0.0,0.0
XOXO....X,XOXO.....,O,5,0.75,0.11666666670000003,0.25,0.0833333333,0.0,-0.2
XOXO.....,XOX......,X,4,0.6333333333,0.13888888889999995,0.1666666667,-0.08888888889999999,0.2,-0.04999999999999999
XOXXOOX..,XOXXOO...,O,7,1.0,0.5,0.0,-0.1666666667,0.0,-0.3333333333
XOXXOOOXX,XOXXOOOX.,O,9,0.0,0.0,0.0,0.0,1.0,0.0
XOXXOOOX.,XOXXOO.X.,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
XOXXOOXXO,XOXXOO.XO,O,9,1.0,0.0,0.0,0.0,0.0,0.0
XOXXOO.XO,XOXXOO.X.,X,8,1.0,0.5,0.0,0.0,0.0,-0.5
XOXXOO.X.,XOXXOO...,O,7,0.5,0.0,0.0,-0.1666666667,0.5,0.16666666670000002
XOXXOOO.X,XOXXOO..X,X,8,0.0,0.0,0.0,-0.5,1.0,0.5
XOXXOO.OX,XOXXOO..X,X,8,0.0,0.0,1.0,0.5,0.0,-0.5
XOXXOO..X,XOXXOO...,O,7,0.0,-0.5,0.5,0.33333333330000003,0.5,0.16666666670000002
XOXXOO...,XOXXO....,X,6,0.5,0.25,0.1666666667,-0.25,0.3333333333,0.0
XOXXOXOO.,XOXXOXO..,X,8,0.0,0.0,1.0,0.5,0.0,-0.5
XOXXOXOXO,XOXXOXO.O,O,9,0.0,0.0,0.0,0.0,1.0,0.0
XOXXOXO.O,XOXXOXO..,X,8,0.0,0.0,0.0,-0.5,1.0,0.5
XOXXOXO..,XOXXO.O..,O,7,0.0,0.0,0.5,0.16666666670000002,0.5,-0.16666666669999997
XOXXO.OXO,XOXXO.OX.,X,8,0.0,0.0,0.0,0.0,1.0,0.0
XOXXO.OX.,XOXXO.O..,O,7,0.0,0.0,0.0,-0.3333333333,1.0,0.33333333330000003
XOXXO.OOX,XOXXO.O.X,X,8,0.0,0.0,1.0,0.5,0.0,-0.5
XOXXO.O.X,XOXXO.O..,O,7,0.0,0.0,0.5,0.16666666670000002,0.5,-0.16666666669999997
XOXXO.O..,XOXXO....,X,6,0.0,-0.25,0.3333333333,-0.08333333340000004,0.6666666667,0.3333333334
XOXXO..O.,XOXXO....,X,6,0.0,-0.25,1.0,0.5833333332999999,0.0,-0.3333333333
XOXXOX.OO,XOXXOX..O,X,8,0.0,0.0,1.0,0.5,0.0,-0.5
XOXXOX..O,XOXXO...O,O,7,0.0,-0.5,0.5,0.33333333330000003,0.5,0.16666666670000002
XOXXO.X.O,XOXXO...O,O,7,1.0,0.5,0.0,-0.1666666667,0.0,-0.3333333333
XOXXO..XO,XOXXO...O,O,7,0.5,0.0,0.0,-0.1666666667,0.5,0.16666666670000002
XOXXO...O,XOXXO....,X,6,0.5,0.25,0.1666666667,-0.25,0.3333333333,0.0
XOXXO....,XOX.O....,O,5,0.25,-0.0166666667,0.4166666667,-0.01666666659999999,0.3333333333,0.03333333329999999
XOX.OXOXO,XOX.OXOX.,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
XOX.OXOX.,XOX.OXO..,O,7,0.5,0.0,0.0,-0.1666666667,0.5,0.16666666670000002
XOX.OXO.X,XOX.OXO..,O,7,1.0,0.5,0.0,-0.1666666667,0.0,-0.3333333333
XOX.OXO..,XOX.OX...,X,6,0.5,0.25,0.1666666667,-0.25,0.3333333333,0.0
XOX.OX.O.,XOX.OX...,X,6,0.0,-0.25,1.0,0.5833333332999999,0.0,-0.3333333333
XOX.OXXOO,XOX.OXX.O,X,8,0.0,0.0,1.0,0.5,0.0,-0.5
XOX.OXX.O,XOX.OX..O,O,7,0.0,0.0,0.5,0.16666666670000002,0.5,-0.16666666669999997
XOX.OX.XO,XOX.OX..O,O,7,0.0,0.0,0.0,-0.3333333333,1.0,0.33333333330000003
XOX.OX..O,XOX.OX...,X,6,0.0,-0.25,0.3333333333,-0.08333333340000004,0.6666666667,0.3333333334
XOX.OX...,XOX.O....,O,5,0.25,-0.0166666667,0.4166666667,-0.01666666659999999,0.3333333333,0.03333333329999999
XOX.OOXXO,XOX.OOXX.,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
XOX.OOXX.,XOX.OOX..,O,7,0.5,0.0,0.5,0.0,0.0,0.0
XOX.OOXOX,XOX.OOX.X,X,8,0.0,0.0,1.0,0.0,0.0,0.0
XOX.OOX.X,XOX.OOX..,O,7,0.0,-0.5,1.0,0.5,0.0,0.0
XOX.OOX..,XOX.O.X..,X,6,0.5,0.25,0.5,-0.08333333330000003,0.0,-0.1666666667
XOX.O.XO.,XOX.O.X..,X,6,0.0,-0.25,1.0,0.41666666669999997,0.0,-0.1666666667
XOX.O.XXO,XOX.O.X.O,O,7,0.5,0.0,0.0,-0.1666666667,0.5,0.16666666670000002
XOX.O.X.O,XOX.O.X..,X,6,0.5,0.25,0.1666666667,-0.41666666660000007,0.3333333333,0.16666666659999999
XOX.O.X..,XOX.O....,O,5,0.25,-0.0166666667,0.5833333333,0.15000000000000002,0.1666666667,-0.1333333333
XOX.OOOXX,XOX.OO.XX,X,8,0.0,0.0,0.0,-0.5,1.0,0.5
XOX.OO.XX,XOX.OO.X.,O,7,0.0,-0.3333333333,0.5,0.16666666670000002,0.5,0.16666666670000002
XOX.OO.X.,XOX.O..X.,X,6,0.3333333333,0.0,0.3333333333,0.16666666659999999,0.3333333333,-0.16666666670000002
XOX.O.OXX,XOX.O.OX.,O,7,0.5,0.16666666670000002,0.0,0.0,0.5,-0.16666666669999997
XOX.O.OX.,XOX.O..X.,X,6,0.3333333333,0.0,0.0,-0.1666666667,0.6666666667,0.16666666669999997
XOX.O..XO,XOX.O..X.,X,6,0.3333333333,0.0,0.0,-0.1666666667,0.6666666667,0.16666666669999997
XOX.O..X.,XOX.O....,O,5,0.3333333333,0.06666666659999998,0.1666666667,-0.26666666660000005,0.5,0.2
XOX.OO..X,XOX.O...X,X,6,0.0,-0.25,0.6666666667,0.08333333339999993,0.3333333333,0.16666666659999999
XOX.O.O.X,XOX.O...X,X,6,0.5,0.25,0.1666666667,-0.41666666660000007,0.3333333333,0.16666666659999999
XOX.O..OX,XOX.O...X,X,6,0.0,-0.25,1.0,0.41666666669999997,0.0,-0.1666666667
XOX.O...X,XOX.O....,O,5,0.25,-0.0166666667,0.5833333333,0.15000000000000002,0.1666666667,-0.1333333333
XOX.O....,XOX......,X,4,0.2666666667,-0.22777777770000002,0.4333333333,0.17777777770000003,0.3,0.04999999999999999
XOXXXOOOX,XOXXXOOO.,O,9,1.0,0.0,0.0,0.0,0.0,0.0
XOXXXOOO.,XOXXXOO..,X,8,1.0,0.5,0.0,0.0,0.0,-0.5
XOXXXOOXO,XOXXXOO.O,O,9,0.0,0.0,0.0,0.0,1.0,0.0
XOXXXOO.O,XOXXXOO..,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
XOXXXOO..,XOXX.OO..,O,7,0.5,0.16666666670000002,0.0,0.0,0.5,-0.16666666669999997
XOXX.OOXO,XOXX.OOX.,X,8,0.0,0.0,0.0,0.0,1.0,0.0
XOXX.OOX.,XOXX.OO..,O,7,0.0,-0.3333333333,0.0,0.0,1.0,0.33333333330000003
XOXX.OOOX,XOXX.OO.X,X,8,1.0,0.5,0.0,0.0,0.0,-0.5
XOXX.OO.X,XOXX.OO..,O,7,0.5,0.16666666670000002,0.0,0.0,0.5,-0.16666666669999997
XOXX.OO..,XOXX.O...,X,6,0.3333333333,-0.25000000000000006,0.0,-0.0833333333,0.6666666667,0.3333333334
XOXXXOXOO,XOXXXO.OO,O,9,1.0,0.0,0.0,0.0,0.0,0.0
XOXXXO.OO,XOXXXO.O.,X,8,1.0,0.0,0.0,0.0,0.0,0.0
XOXXXO.O.,XOXX.O.O.,O,7,1.0,0.16666666669999997,0.0,-0.1666666667,0.0,0.0
XOXX.OXO.,XOXX.O.O.,O,7,1.0,0.16666666669999997,0.0,-0.1666666667,0.0,0.0
XOXX.O.OX,XOXX.O.O.,O,7,0.5,-0.33333333330000003,0.5,0.33333333330000003,0.0,0.0
XOXX.O.O.,XOXX.O...,X,6,0.8333333333,0.25,0.1666666667,0.08333333339999999,0.0,-0.3333333333
XOXXXO..O,XOXX.O..O,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
XOXX.OX.O,XOXX.O..O,O,7,1.0,0.33333333330000003,0.0,0.0,0.0,-0.3333333333
XOXX.O.XO,XOXX.O..O,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
XOXX.O..O,XOXX.O...,X,6,0.6666666667,0.08333333339999993,0.0,-0.0833333333,0.3333333333,0.0
XOXX.O...,XOX..O...,O,5,0.5833333333,-0.04999999999999993,0.0833333333,-0.08333333339999999,0.3333333333,0.13333333329999997
XOX.XOOXO,XOX.XOOX.,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
XOX.XOOX.,XOX.XOO..,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
XOX.XOO.X,XOX.XOO..,O,7,1.0,0.33333333330000003,0.0,0.0,0.0,-0.3333333333
XOX.XOO..,XOX.XO...,X,6,0.6666666667,-0.16666666660000007,0.0,0.0,0.3333333333,0.16666666659999999
XOX.XOXO.,XOX.XO.O.,O,7,1.0,0.0,0.0,0.0,0.0,0.0
XOX.XO.OX,XOX.XO.O.,O,7,1.0,0.0,0.0,0.0,0.0,0.0
XOX.XO.O.,XOX.XO...,X,6,1.0,0.16666666669999997,0.0,0.0,0.0,-0.1666666667
XOX.XOX.O,XOX.XO..O,O,7,1.0,0.33333333330000003,0.0,0.0,0.0,-0.3333333333
XOX.XO.XO,XOX.XO..O,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
XOX.XO..O,XOX.XO...,X,6,0.6666666667,-0.16666666660000007,0.0,0.0,0.3333333333,0.16666666659999999
XOX.XO...,XOX..O...,O,5,0.8333333333,0.20000000000000007,0.0,-0.1666666667,0.1666666667,-0.03333333330000002
XOX..OXOX,XOX..OXO.,O,7,0.5,-0.33333333330000003,0.5,0.33333333330000003,0.0,0.0
XOX..OXO.,XOX..OX..,X,6,0.8333333333,0.08333333330000003,0.1666666667,-0.0833333333,0.0,0.0
XOX..OXXO,XOX..OX.O,O,7,1.0,0.0,0.0,0.0,0.0,0.0
XOX..OX.O,XOX..OX..,X,6,1.0,0.25,0.0,-0.25,0.0,0.0
XOX..OX..,XOX..O...,O,5,0.75,0.11666666670000003,0.25,0.0833333333,0.0,-0.2
XOX..OOXX,XOX..OOX.,O,7,0.5,0.16666666670000002,0.0,0.0,0.5,-0.16666666669999997
XOX..OOX.,XOX..O.X.,X,6,0.3333333333,-0.16666666670000002,0.0,-0.1666666667,0.6666666667,0.3333333334
XOX..O.XO,XOX..O.X.,X,6,0.6666666667,0.16666666669999997,0.0,-0.1666666667,0.3333333333,0.0
XOX..O.X.,XOX..O...,O,5,0.5,-0.13333333329999997,0.1666666667,0.0,0.3333333333,0.13333333329999997
XOX..OO.X,XOX..O..X,X,6,0.6666666667,0.16666666669999997,0.0,-0.3333333333,0.3333333333,0.16666666659999999
XOX..O.OX,XOX..O..X,X,6,0.6666666667,0.16666666669999997,0.3333333333,0.0,0.0,-0.1666666667
XOX..O..X,XOX..O...,O,5,0.5,-0.13333333329999997,0.3333333333,0.16666666659999999,0.1666666667,-0.03333333330000002
XOX..O...,XOX......,X,4,0.6333333333,0.13888888889999995,0.1666666667,-0.08888888889999999,0.2,-0.04999999999999999
XOXXX.OOO,XOXXX.OO.,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
XOXXX.OO.,XOXX..OO.,O,7,0.5,0.16666666670000002,0.5,-0.16666666669999997,0.0,0.0
XOXX.XOOO,XOXX.XOO.,X,8,0.0,0.0,1.0,0.0,0.0,0.0
XOXX.XOO.,XOXX..OO.,O,7,0.0,-0.3333333333,1.0,0.33333333330000003,0.0,0.0
XOXX..OOX,XOXX..OO.,O,7,0.5,0.16666666670000002,0.5,-0.16666666669999997,0.0,0.0
XOXX..OO.,XOXX..O..,X,6,0.3333333333,0.16666666659999999,0.6666666667,0.3333333334,0.0,-0.5
XOXXX.O.O,XOXX..O.O,O,7,0.0,0.0,0.5,0.16666666670000002,0.5,-0.16666666669999997
XOXX.XO.O,XOXX..O.O,O,7,0.0,0.0,0.5,0.16666666670000002,0.5,-0.16666666669999997
XOXX..OXO,XOXX..O.O,O,7,0.0,0.0,0.0,-0.3333333333,1.0,0.33333333330000003
XOXX..O.O,XOXX..O..,X,6,0.0,-0.1666666667,0.3333333333,0.0,0.6666666667,0.16666666669999997
XOXX..O..,XOX...O..,O,5,0.1666666667,-0.26666666660000005,0.3333333333,0.16666666659999999,0.5,0.09999999999999998
XOX.XXOOO,XOX.XXOO.,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
XOX.XXOO.,XOX.X.OO.,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
XOX.X.OOX,XOX.X.OO.,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
XOX.X.OO.,XOX.X.O..,X,6,0.6666666667,0.16666666669999997,0.3333333333,0.16666666659999999,0.0,-0.3333333333
XOX.XXO.O,XOX.X.O.O,O,7,0.0,0.0,0.5,0.16666666670000002,0.5,-0.16666666669999997
XOX.X.OXO,XOX.X.O.O,O,7,0.0,0.0,0.0,-0.3333333333,1.0,0.33333333330000003
XOX.X.O.O,XOX.X.O..,X,6,0.0,-0.5,0.3333333333,0.16666666659999999,0.6666666667,0.3333333334
XOX.X.O..,XOX...O..,O,5,0.5,0.06666666669999999,0.1666666667,0.0,0.3333333333,-0.06666666670000004
XOX..XOOX,XOX..XOO.,O,7,1.0,0.5,0.0,-0.5,0.0,0.0
XOX..XOO.,XOX..XO..,X,6,0.5,0.08333333329999998,0.5,0.25,0.0,-0.3333333333
XOX..XOXO,XOX..XO.O,O,7,0.0,0.0,0.0,-0.3333333333,1.0,0.33333333330000003
XOX..XO.O,XOX..XO..,X,6,0.0,-0.4166666667,0.3333333333,0.08333333329999998,0.6666666667,0.3333333334
XOX..XO..,XOX...O..,O,5,0.4166666667,-0.01666666659999999,0.25,0.0833333333,0.3333333333,-0.06666666670000004
XOX...OXO,XOX...OX.,X,6,0.0,-0.3333333333,0.0,0.0,1.0,0.33333333330000003
XOX...OX.,XOX...O..,O,5,0.3333333333,-0.10000000000000003,0.0,-0.1666666667,0.6666666667,0.26666666669999994
XOX...OOX,XOX...O.X,X,6,0.8333333333,0.08333333330000003,0.1666666667,0.08333333339999999,0.0,-0.1666666667
XOX...O.X,XOX...O..,O,5,0.75,0.3166666667,0.0833333333,-0.08333333339999999,0.1666666667,-0.23333333330000003
XOX...O..,XOX......,X,4,0.4333333333,-0.061111111100000004,0.1666666667,-0.08888888889999999,0.4,0.15000000000000002
XOXXX..OO,XOXX...OO,O,7,0.5,0.0,0.5,0.0,0.0,0.0
XOXX.X.OO,XOXX...OO,O,7,0.0,-0.5,1.0,0.5,0.0,0.0
XOXX..XOO,XOXX...OO,O,7,1.0,0.5,0.0,-0.5,0.0,0.0
XOXX...OO,XOXX...O.,X,6,0.5,0.08333333329999998,0.5,-0.08333333330000003,0.0,0.0
XOXX...O.,XOX....O.,O,5,0.4166666667,-0.14999999999999997,0.5833333333,0.15000000000000002,0.0,0.0
XOX.XX.OO,XOX.X..OO,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
XOX.X.XOO,XOX.X..OO,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
XOX.X..OO,XOX.X..O.,X,6,0.6666666667,-0.16666666660000007,0.3333333333,0.16666666659999999,0.0,0.0
XOX.X..O.,XOX....O.,O,5,0.8333333333,0.26666666660000005,0.1666666667,-0.26666666660000005,0.0,0.0
XOX..XXOO,XOX..X.OO,O,7,0.5,0.16666666670000002,0.5,-0.16666666669999997,0.0,0.0
XOX..X.OO,XOX..X.O.,X,6,0.3333333333,-0.08333333340000004,0.6666666667,0.08333333339999993,0.0,0.0
XOX..X.O.,XOX....O.,O,5,0.4166666667,-0.14999999999999997,0.5833333333,0.15000000000000002,0.0,0.0
XOX...XOO,XOX...XO.,X,6,0.8333333333,0.25,0.1666666667,-0.25,0.0,0.0
XOX...XO.,XOX....O.,O,5,0.5833333333,0.016666666600000046,0.4166666667,-0.01666666659999999,0.0,0.0
XOX....OX,XOX....O.,O,5,0.5833333333,0.016666666600000046,0.4166666667,-0.01666666659999999,0.0,0.0
XOX....O.,XOX......,X,4,0.5666666667,0.07222222229999997,0.4333333333,0.17777777770000003,0.0,-0.25
XOXX....O,XOX.....O,O,5,0.4166666667,-0.01666666659999999,0.25,0.0833333333,0.3333333333,-0.06666666670000004
XOX.X...O,XOX.....O,O,5,0.5,0.06666666669999999,0.1666666667,0.0,0.3333333333,-0.06666666670000004
XOX..X..O,XOX.....O,O,5,0.1666666667,-0.26666666660000005,0.3333333333,0.16666666659999999,0.5,0.09999999999999998
XOX...X.O,XOX.....O,O,5,0.75,0.3166666667,0.0833333333,-0.08333333339999999,0.1666666667,-0.23333333330000003
XOX....XO,XOX.....O,O,5,0.3333333333,-0.10000000000000003,0.0,-0.1666666667,0.6666666667,0.26666666669999994
XOX.....O,XOX......,X,4,0.4333333333,-0.061111111100000004,0.1666666667,-0.08888888889999999,0.4,0.15000000000000002
XOX......,XO.......,O,3,0.4944444444,-0.14841269849999994,0.2555555556,0.06984126989999997,0.25,0.07857142859999999
XOOXXOX..,XOOXXO...,O,7,1.0,0.16666666669999997,0.0,-0.1666666667,0.0,0.0
XOOXXOOXX,XOOXXOOX.,O,9,1.0,0.0,0.0,0.0,0.0,0.0
XOOXXOOX.,XOOXXO.X.,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
XOOXXO.XO,XOOXXO.X.,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
XOOXXO.X.,XOOXXO...,O,7,0.5,-0.33333333330000003,0.5,0.33333333330000003,0.0,0.0
XOOXXO..X,XOOXXO...,O,7,1.0,0.16666666669999997,0.0,-0.1666666667,0.0,0.0
XOOXXO...,XOOXX....,X,6,0.8333333333,-0.08333333339999993,0.1666666667,0.08333333339999999,0.0,0.0
XOOXXXO..,XOOXX.O..,O,7,1.0,0.0,0.0,0.0,0.0,0.0
XOOXXXOXO,XOOXX.OXO,O,9,1.0,0.0,0.0,0.0,0.0,0.0
XOOXX.OXO,XOOXX.OX.,X,8,1.0,0.0,0.0,0.0,0.0,0.0
XOOXX.OX.,XOOXX.O..,O,7,1.0,0.0,0.0,0.0,0.0,0.0
XOOXX.O.X,XOOXX.O..,O,7,1.0,0.0,0.0,0.0,0.0,0.0
