state,parent_state,to_move,layer,P(X wins),P(O wins),P(draws)
OXXOO.XX.,OXXOO.X..,O,7,0.0000000000,1.0000000000,0.0000000000
OXXOOOX.X,OXXOO.X.X,X,8,0.0000000000,1.0000000000,0.0000000000
OXXOO.XOX,OXXOO.X.X,X,8,1.0000000000,0.0000000000,0.0000000000
OXXOO.X.X,OXXOO.X..,O,7,0.5000000000,0.5000000000,0.0000000000
OXXOO.X..,OXXO..X..,X,6,0.3333333333,0.6666666667,0.0000000000
OXXOXOXXO,OXXO.OXXO,O,9,1.0000000000,0.0000000000,0.0000000000
OXXO.OXXO,OXXO.OXX.,X,8,1.0000000000,0.0000000000,0.0000000000
OXXO.OXX.,OXXO.OX..,O,7,0.5000000000,0.5000000000,0.0000000000
OXXO.OXOX,OXXO.OX.X,X,8,1.0000000000,0.0000000000,0.0000000000
OXXO.OX.X,OXXO.OX..,O,7,0.5000000000,0.5000000000,0.0000000000
OXXO.OX..,OXXO..X..,X,6,0.6666666667,0.3333333333,0.0000000000
OXXO..XOX,OXXO..XO.,O,7,1.0000000000,0.0000000000,0.0000000000
OXXO..XO.,OXXO..X..,X,6,1.0000000000,0.0000000000,0.0000000000
OXXO..XXO,OXXO..X.O,O,7,0.5000000000,0.5000000000,0.0000000000
OXXO..X.O,OXXO..X..,X,6,0.6666666667,0.3333333333,0.0000000000
OXXO..X..,OXXO.....,O,5,0.6666666667,0.3333333333,0.0000000000
OXXOOO.XX,OXXOO..XX,X,8,0.0000000000,1.0000000000,0.0000000000
OXXOO.OXX,OXXOO..XX,X,8,0.0000000000,1.0000000000,0.0000000000
OXXOO..XX,OXXOO..X.,O,7,0.0000000000,1.0000000000,0.0000000000
OXXOO..X.,OXXO...X.,X,6,0.0000000000,1.0000000000,0.0000000000
OXXO.OOXX,OXXO.O.XX,X,8,0.0000000000,1.0000000000,0.0000000000
OXXO.O.XX,OXXO.O.X.,O,7,0.0000000000,1.0000000000,0.0000000000
OXXO.O.X.,OXXO...X.,X,6,0.5000000000,0.5000000000,0.0000000000
OXXO..OX.,OXXO...X.,X,6,0.0000000000,1.0000000000,0.0000000000
OXXO...XO,OXXO...X.,X,6,0.5000000000,0.5000000000,0.0000000000
OXXO...X.,OXXO.....,O,5,0.2500000000,0.7500000000,0.0000000000
OXXOO...X,OXXO....X,X,6,0.5000000000,0.5000000000,0.0000000000
OXXO.O..X,OXXO....X,X,6,0.3333333333,0.6666666667,0.0000000000
OXXO..O.X,OXXO....X,X,6,0.0000000000,1.0000000000,0.0000000000
OXXO...OX,OXXO....X,X,6,0.8333333333,0.1666666667,0.0000000000
OXXO....X,OXXO.....,O,5,0.4166666667,0.5833333333,0.0000000000
OXXO.....,OXX......,X,4,0.4666666667,0.5333333333,0.0000000000
OXXXOOXOX,OXXXOOXO.,O,9,0.0000000000,0.0000000000,1.0000000000
OXXXOOXO.,OXXXOOX..,X,8,0.0000000000,0.0000000000,1.0000000000
OXXXOOX.O,OXXXOOX..,X,8,0.0000000000,1.0000000000,0.0000000000
OXXXOOX..,OXXXOO...,O,7,0.0000000000,0.5000000000,0.5000000000
OXXXOOOXX,OXXXOOOX.,O,9,0.0000000000,0.0000000000,1.0000000000
OXXXOOOX.,OXXXOO.X.,X,8,0.0000000000,0.0000000000,1.0000000000
OXXXOO.XO,OXXXOO.X.,X,8,0.0000000000,1.0000000000,0.0000000000
OXXXOO.X.,OXXXOO...,O,7,0.0000000000,0.5000000000,0.5000000000
OXXXOOO.X,OXXXOO..X,X,8,0.0000000000,0.0000000000,1.0000000000
OXXXOO.OX,OXXXOO..X,X,8,0.0000000000,0.0000000000,1.0000000000
OXXXOO..X,OXXXOO...,O,7,0.0000000000,0.0000000000,1.0000000000
OXXXOO...,OXXXO....,X,6,0.0000000000,0.3333333333,0.6666666667
OXXXOXOOX,OXXXOXOO.,O,9,1.0000000000,0.0000000000,0.0000000000
OXXXOXOO.,OXXXOXO..,X,8,1.0000000000,0.0000000000,0.0000000000
OXXXOXO.O,OXXXOXO..,X,8,0.0000000000,1.0000000000,0.0000000000
OXXXOXO..,OXXXO.O..,O,7,0.5000000000,0.5000000000,0.0000000000
OXXXO.OXO,OXXXO.OX.,X,8,0.0000000000,1.0000000000,0.0000000000
OXXXO.OX.,OXXXO.O..,O,7,0.0000000000,0.5000000000,0.5000000000
OXXXO.OOX,OXXXO.O.X,X,8,1.0000000000,0.0000000000,0.0000000000
OXXXO.O.X,OXXXO.O..,O,7,0.5000000000,0.0000000000,0.5000000000
OXXXO.O..,OXXXO....,X,6,0.3333333333,0.3333333333,0.3333333333
OXXXOX.OO,OXXXOX.O.,X,8,0.0000000000,1.0000000000,0.0000000000
OXXXOX.O.,OXXXO..O.,O,7,0.5000000000,0.5000000000,0.0000000000
OXXXO.XOO,OXXXO.XO.,X,8,0.0000000000,1.0000000000,0.0000000000
OXXXO.XO.,OXXXO..O.,O,7,0.0000000000,0.5000000000,0.5000000000
OXXXO..OX,OXXXO..O.,O,7,0.5000000000,0.0000000000,0.5000000000
OXXXO..O.,OXXXO....,X,6,0.3333333333,0.3333333333,0.3333333333
OXXXO...O,OXXXO....,X,6,0.0000000000,1.0000000000,0.0000000000
OXXXO....,OXX.O....,O,5,0.1666666667,0.5000000000,0.3333333333
OXX.OXOXO,OXX.OXOX.,X,8,0.0000000000,1.0000000000,0.0000000000
OXX.OXOX.,OXX.OXO..,O,7,0.0000000000,1.0000000000,0.0000000000
OXX.OXO.X,OXX.OXO..,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.OXO..,OXX.OX...,X,6,0.5000000000,0.5000000000,0.0000000000
OXX.OXXOO,OXX.OXXO.,X,8,0.0000000000,1.0000000000,0.0000000000
OXX.OXXO.,OXX.OX.O.,O,7,0.5000000000,0.5000000000,0.0000000000
OXX.OX.OX,OXX.OX.O.,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.OX.O.,OXX.OX...,X,6,0.6666666667,0.3333333333,0.0000000000
OXX.OX..O,OXX.OX...,X,6,0.0000000000,1.0000000000,0.0000000000
OXX.OX...,OXX.O....,O,5,0.4166666667,0.5833333333,0.0000000000
OXX.OOXXO,OXX.OOXX.,X,8,0.0000000000,1.0000000000,0.0000000000
OXX.OOXX.,OXX.OOX..,O,7,0.0000000000,1.0000000000,0.0000000000
OXX.OOXOX,OXX.OOX.X,X,8,0.0000000000,0.0000000000,1.0000000000
OXX.OOX.X,OXX.OOX..,O,7,0.0000000000,0.5000000000,0.5000000000
OXX.OOX..,OXX.O.X..,X,6,0.0000000000,0.6666666667,0.3333333333
OXX.O.XOX,OXX.O.XO.,O,7,0.5000000000,0.0000000000,0.5000000000
OXX.O.XO.,OXX.O.X..,X,6,0.3333333333,0.3333333333,0.3333333333
OXX.O.X.O,OXX.O.X..,X,6,0.0000000000,1.0000000000,0.0000000000
OXX.O.X..,OXX.O....,O,5,0.1666666667,0.6666666667,0.1666666667
OXX.OOOXX,OXX.OO.XX,X,8,0.0000000000,0.0000000000,1.0000000000
OXX.OO.XX,OXX.OO.X.,O,7,0.0000000000,0.5000000000,0.5000000000
OXX.OO.X.,OXX.O..X.,X,6,0.0000000000,0.6666666667,0.3333333333
OXX.O.OXX,OXX.O.OX.,O,7,0.0000000000,0.5000000000,0.5000000000
OXX.O.OX.,OXX.O..X.,X,6,0.0000000000,0.6666666667,0.3333333333
OXX.O..XO,OXX.O..X.,X,6,0.0000000000,1.0000000000,0.0000000000
OXX.O..X.,OXX.O....,O,5,0.0000000000,0.8333333333,0.1666666667
OXX.OO..X,OXX.O...X,X,6,0.0000000000,0.3333333333,0.6666666667
OXX.O.O.X,OXX.O...X,X,6,0.5000000000,0.1666666667,0.3333333333
OXX.O..OX,OXX.O...X,X,6,0.6666666667,0.0000000000,0.3333333333
OXX.O...X,OXX.O....,O,5,0.4166666667,0.2500000000,0.3333333333
OXX.O....,OXX......,X,4,0.2333333333,0.5666666667,0.2000000000
OXXXXOOOX,OXXXXOOO.,O,9,0.0000000000,0.0000000000,1.0000000000
OXXXXOOO.,OXXXXOO..,X,8,0.0000000000,0.0000000000,1.0000000000
OXXXXOOXO,OXXXXOO.O,O,9,1.0000000000,0.0000000000,0.0000000000
OXXXXOO.O,OXXXXOO..,X,8,1.0000000000,0.0000000000,0.0000000000
OXXXXOO..,OXXX.OO..,O,7,0.5000000000,0.0000000000,0.5000000000
OXXX.OOXO,OXXX.OOX.,X,8,1.0000000000,0.0000000000,0.0000000000
OXXX.OOX.,OXXX.OO..,O,7,0.5000000000,0.0000000000,0.5000000000
OXXX.OOOX,OXXX.OO.X,X,8,0.0000000000,0.0000000000,1.0000000000
OXXX.OO.X,OXXX.OO..,O,7,0.0000000000,0.0000000000,1.0000000000
OXXX.OO..,OXXX.O...,X,6,0.3333333333,0.0000000000,0.6666666667
OXXXXOXOO,OXXXXO.OO,O,9,1.0000000000,0.0000000000,0.0000000000
OXXXXO.OO,OXXXXO.O.,X,8,1.0000000000,0.0000000000,0.0000000000
OXXXXO.O.,OXXX.O.O.,O,7,0.5000000000,0.0000000000,0.5000000000
OXXX.OXOO,OXXX.OXO.,X,8,1.0000000000,0.0000000000,0.0000000000
OXXX.OXO.,OXXX.O.O.,O,7,0.5000000000,0.0000000000,0.5000000000
OXXX.O.OX,OXXX.O.O.,O,7,0.0000000000,0.0000000000,1.0000000000
OXXX.O.O.,OXXX.O...,X,6,0.3333333333,0.0000000000,0.6666666667
OXXXXO..O,OXXX.O..O,O,7,1.0000000000,0.0000000000,0.0000000000
OXXX.OX.O,OXXX.O..O,O,7,0.5000000000,0.5000000000,0.0000000000
OXXX.O.XO,OXXX.O..O,O,7,0.5000000000,0.5000000000,0.0000000000
OXXX.O..O,OXXX.O...,X,6,0.6666666667,0.3333333333,0.0000000000
OXXX.O...,OXX..O...,O,5,0.3333333333,0.1666666667,0.5000000000
OXX.XOOX.,OXX.XOO..,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.XOOOX,OXX.XOO.X,X,8,0.0000000000,0.0000000000,1.0000000000
OXX.XOO.X,OXX.XOO..,O,7,0.0000000000,0.5000000000,0.5000000000
OXX.XOO..,OXX.XO...,X,6,0.5000000000,0.1666666667,0.3333333333
OXX.XOXO.,OXX.XO.O.,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.XO.OX,OXX.XO.O.,O,7,0.5000000000,0.0000000000,0.5000000000
OXX.XO.O.,OXX.XO...,X,6,0.6666666667,0.0000000000,0.3333333333
OXX.XOX.O,OXX.XO..O,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.XO.XO,OXX.XO..O,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.XO..O,OXX.XO...,X,6,1.0000000000,0.0000000000,0.0000000000
OXX.XO...,OXX..O...,O,5,0.7500000000,0.0833333333,0.1666666667
OXX..OXOX,OXX..OXO.,O,7,0.5000000000,0.0000000000,0.5000000000
OXX..OXO.,OXX..OX..,X,6,0.6666666667,0.0000000000,0.3333333333
OXX..OXXO,OXX..OX.O,O,7,0.5000000000,0.5000000000,0.0000000000
OXX..OX.O,OXX..OX..,X,6,0.6666666667,0.3333333333,0.0000000000
OXX..OX..,OXX..O...,O,5,0.5000000000,0.3333333333,0.1666666667
OXX..OOXX,OXX..OOX.,O,7,0.0000000000,0.5000000000,0.5000000000
OXX..OOX.,OXX..O.X.,X,6,0.5000000000,0.1666666667,0.3333333333
OXX..O.XO,OXX..O.X.,X,6,0.6666666667,0.3333333333,0.0000000000
OXX..O.X.,OXX..O...,O,5,0.4166666667,0.4166666667,0.1666666667
OXX..OO.X,OXX..O..X,X,6,0.0000000000,0.3333333333,0.6666666667
OXX..O.OX,OXX..O..X,X,6,0.3333333333,0.0000000000,0.6666666667
OXX..O..X,OXX..O...,O,5,0.1666666667,0.3333333333,0.5000000000
OXX..O...,OXX......,X,4,0.4333333333,0.2666666667,0.3000000000
OXXXX.OOO,OXXXX.OO.,X,8,0.0000000000,1.0000000000,0.0000000000
OXXXX.OO.,OXXX..OO.,O,7,0.0000000000,0.5000000000,0.5000000000
OXXX.XOOO,OXXX.XOO.,X,8,0.0000000000,1.0000000000,0.0000000000
OXXX.XOO.,OXXX..OO.,O,7,0.5000000000,0.5000000000,0.0000000000
OXXX..OOX,OXXX..OO.,O,7,0.5000000000,0.0000000000,0.5000000000
OXXX..OO.,OXXX..O..,X,6,0.3333333333,0.3333333333,0.3333333333
OXXXX.O.O,OXXX..O.O,O,7,0.5000000000,0.5000000000,0.0000000000
OXXX.XO.O,OXXX..O.O,O,7,0.0000000000,1.0000000000,0.0000000000
OXXX..OXO,OXXX..O.O,O,7,0.5000000000,0.5000000000,0.0000000000
OXXX..O.O,OXXX..O..,X,6,0.3333333333,0.6666666667,0.0000000000
OXXX..O..,OXX...O..,O,5,0.3333333333,0.3333333333,0.3333333333
OXX.XXOOO,OXX.XXOO.,X,8,0.0000000000,1.0000000000,0.0000000000
OXX.XXOO.,OXX.X.OO.,O,7,0.0000000000,1.0000000000,0.0000000000
OXX.X.OOX,OXX.X.OO.,O,7,0.0000000000,0.5000000000,0.5000000000
OXX.X.OO.,OXX.X.O..,X,6,0.0000000000,0.6666666667,0.3333333333
OXX.XXO.O,OXX.X.O.O,O,7,0.0000000000,1.0000000000,0.0000000000
OXX.X.OXO,OXX.X.O.O,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.X.O.O,OXX.X.O..,X,6,0.5000000000,0.5000000000,0.0000000000
OXX.X.O..,OXX...O..,O,5,0.2500000000,0.5833333333,0.1666666667
OXX..XOOX,OXX..XOO.,O,7,1.0000000000,0.0000000000,0.0000000000
OXX..XOO.,OXX..XO..,X,6,0.5000000000,0.5000000000,0.0000000000
OXX..XOXO,OXX..XO.O,O,7,0.0000000000,1.0000000000,0.0000000000
OXX..XO.O,OXX..XO..,X,6,0.0000000000,1.0000000000,0.0000000000
OXX..XO..,OXX...O..,O,5,0.2500000000,0.7500000000,0.0000000000
OXX...OXO,OXX...OX.,X,6,0.5000000000,0.5000000000,0.0000000000
OXX...OX.,OXX...O..,O,5,0.2500000000,0.5833333333,0.1666666667
OXX...OOX,OXX...O.X,X,6,0.5000000000,0.1666666667,0.3333333333
OXX...O.X,OXX...O..,O,5,0.2500000000,0.4166666667,0.3333333333
OXX...O..,OXX......,X,4,0.2666666667,0.5333333333,0.2000000000
OXXXX..OO,OXXX...OO,O,7,0.5000000000,0.5000000000,0.0000000000
OXXX.X.OO,OXXX...OO,O,7,0.0000000000,1.0000000000,0.0000000000
OXXX..XOO,OXXX...OO,O,7,0.5000000000,0.5000000000,0.0000000000
OXXX...OO,OXXX...O.,X,6,0.3333333333,0.6666666667,0.0000000000
OXXX...O.,OXX....O.,O,5,0.3333333333,0.3333333333,0.3333333333
OXX.XX.OO,OXX.X..OO,O,7,0.5000000000,0.5000000000,0.0000000000
OXX.X.XOO,OXX.X..OO,O,7,1.0000000000,0.0000000000,0.0000000000
OXX.X..OO,OXX.X..O.,X,6,0.6666666667,0.3333333333,0.0000000000
OXX.X..O.,OXX....O.,O,5,0.5000000000,0.3333333333,0.1666666667
OXX..XXOO,OXX..X.OO,O,7,0.5000000000,0.5000000000,0.0000000000
OXX..X.OO,OXX..X.O.,X,6,0.3333333333,0.6666666667,0.0000000000
OXX..X.O.,OXX....O.,O,5,0.5833333333,0.4166666667,0.0000000000
OXX...XOO,OXX...XO.,X,6,0.6666666667,0.3333333333,0.0000000000
OXX...XO.,OXX....O.,O,5,0.6666666667,0.1666666667,0.1666666667
OXX....OX,OXX....O.,O,5,0.5833333333,0.0833333333,0.3333333333
OXX....O.,OXX......,X,4,0.5333333333,0.2666666667,0.2000000000
OXXX....O,OXX.....O,O,5,0.3333333333,0.6666666667,0.0000000000
OXX.X...O,OXX.....O,O,5,0.7500000000,0.2500000000,0.0000000000
OXX..X..O,OXX.....O,O,5,0.1666666667,0.8333333333,0.0000000000
OXX...X.O,OXX.....O,O,5,0.5000000000,0.5000000000,0.0000000000
OXX....XO,OXX.....O,O,5,0.4166666667,0.5833333333,0.0000000000
OXX.....O,OXX......,X,4,0.4333333333,0.5666666667,0.0000000000
OXX......,O.X......,O,3,0.3944444444,0.4555555556,0.1500000000
OOXXXOX..,OOXXXO...,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXXOOXX,OOXXXOOX.,O,9,0.0000000000,0.0000000000,1.0000000000
OOXXXOOX.,OOXXXO.X.,X,8,0.0000000000,0.0000000000,1.0000000000
OOXXXOXXO,OOXXXO.XO,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXXO.XO,OOXXXO.X.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXXO.X.,OOXXXO...,O,7,0.5000000000,0.0000000000,0.5000000000
OOXXXOO.X,OOXXXO..X,X,8,0.0000000000,0.0000000000,1.0000000000
OOXXXOXOX,OOXXXO.OX,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXXO.OX,OOXXXO..X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXXO..X,OOXXXO...,O,7,0.5000000000,0.0000000000,0.5000000000
OOXXXO...,OOXXX....,X,6,0.6666666667,0.0000000000,0.3333333333
OOXXXXO..,OOXXX.O..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXXXOXO,OOXXX.OXO,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXX.OXO,OOXXX.OX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXX.OX.,OOXXX.O..,O,7,0.5000000000,0.0000000000,0.5000000000
OOXXXXOOX,OOXXX.OOX,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXX.OOX,OOXXX.O.X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXX.O.X,OOXXX.O..,O,7,0.5000000000,0.0000000000,0.5000000000
OOXXX.O..,OOXXX....,X,6,0.6666666667,0.0000000000,0.3333333333
OOXXXX.O.,OOXXX..O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX.XO.,OOXXX..O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX..OX,OOXXX..O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX..O.,OOXXX....,X,6,1.0000000000,0.0000000000,0.0000000000
OOXXXX..O,OOXXX...O,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX.X.O,OOXXX...O,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX..XO,OOXXX...O,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX...O,OOXXX....,X,6,1.0000000000,0.0000000000,0.0000000000
OOXXX....,OOXX.....,O,5,0.8333333333,0.0000000000,0.1666666667
OOXXOXXO.,OOXXOXX..,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXOXX.O,OOXXOXX..,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXOXX..,OOXXOX...,O,7,0.0000000000,1.0000000000,0.0000000000
OOXXOXOXX,OOXXOXOX.,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXOXOX.,OOXXOX.X.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXOX.XO,OOXXOX.X.,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXOX.X.,OOXXOX...,O,7,0.5000000000,0.5000000000,0.0000000000
OOXXOX..X,OOXXOX...,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXOX...,OOXX.X...,X,6,0.5000000000,0.5000000000,0.0000000000
OOXX.XOXO,OOXX.XOX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXX.XOX.,OOXX.XO..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.XO.X,OOXX.XO..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.XO..,OOXX.X...,X,6,1.0000000000,0.0000000000,0.0000000000
OOXXXXXOO,OOXX.XXOO,O,9,1.0000000000,0.0000000000,0.0000000000
OOXX.XXOO,OOXX.XXO.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXX.XXO.,OOXX.X.O.,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX.X.OX,OOXX.X.O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.X.O.,OOXX.X...,X,6,0.8333333333,0.1666666667,0.0000000000
OOXX.XX.O,OOXX.X..O,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX.X.XO,OOXX.X..O,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX.X..O,OOXX.X...,X,6,0.6666666667,0.3333333333,0.0000000000
OOXX.X...,OOXX.....,O,5,0.7500000000,0.2500000000,0.0000000000
OOXXOOXXX,OOXXOOXX.,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXOOXX.,OOXXO.XX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXO.XXO,OOXXO.XX.,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXO.XX.,OOXXO.X..,O,7,0.5000000000,0.5000000000,0.0000000000
OOXXOOX.X,OOXXO.X.X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXO.XOX,OOXXO.X.X,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXO.X.X,OOXXO.X..,O,7,0.5000000000,0.5000000000,0.0000000000
OOXXO.X..,OOXX..X..,X,6,0.3333333333,0.6666666667,0.0000000000
OOXX.OXXO,OOXX.OXX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXX.OXX.,OOXX.OX..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.OXOX,OOXX.OX.X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXX.OX.X,OOXX.OX..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.OX..,OOXX..X..,X,6,1.0000000000,0.0000000000,0.0000000000
OOXX..XOX,OOXX..XO.,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX..XO.,OOXX..X..,X,6,0.6666666667,0.3333333333,0.0000000000
OOXX..XXO,OOXX..X.O,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX..X.O,OOXX..X..,X,6,0.6666666667,0.3333333333,0.0000000000
OOXX..X..,OOXX.....,O,5,0.6666666667,0.3333333333,0.0000000000
OOXXOO.XX,OOXXO..XX,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXO.OXX,OOXXO..XX,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXO..XX,OOXXO..X.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXO..X.,OOXX...X.,X,6,0.6666666667,0.3333333333,0.0000000000
OOXX.OOXX,OOXX.O.XX,X,8,0.0000000000,0.0000000000,1.0000000000
OOXX.O.XX,OOXX.O.X.,O,7,0.5000000000,0.0000000000,0.5000000000
OOXX.O.X.,OOXX...X.,X,6,0.6666666667,0.0000000000,0.3333333333
OOXX..OXX,OOXX..OX.,O,7,0.5000000000,0.0000000000,0.5000000000
OOXX..OX.,OOXX...X.,X,6,0.6666666667,0.0000000000,0.3333333333
OOXX...XO,OOXX...X.,X,6,0.6666666667,0.3333333333,0.0000000000
OOXX...X.,OOXX.....,O,5,0.6666666667,0.1666666667,0.1666666667
OOXXO...X,OOXX....X,X,6,0.8333333333,0.1666666667,0.0000000000
OOXX.O..X,OOXX....X,X,6,0.6666666667,0.0000000000,0.3333333333
OOXX..O.X,OOXX....X,X,6,0.6666666667,0.0000000000,0.3333333333
OOXX...OX,OOXX....X,X,6,0.8333333333,0.1666666667,0.0000000000
OOXX....X,OOXX.....,O,5,0.7500000000,0.0833333333,0.1666666667
OOXX.....,O.XX.....,X,4,0.7333333333,0.1666666667,0.1000000000
O.XXOXOXO,O.XXOXOX.,X,8,0.0000000000,1.0000000000,0.0000000000
O.XXOXOX.,O.XXOXO..,O,7,0.5000000000,0.5000000000,0.0000000000
O.XXOXO.X,O.XXOXO..,O,7,1.0000000000,0.0000000000,0.0000000000
O.XXOXO..,O.XXOX...,X,6,0.6666666667,0.3333333333,0.0000000000
O.XXOXXOO,O.XXOXXO.,X,8,0.0000000000,1.0000000000,0.0000000000
O.XXOXXO.,O.XXOX.O.,O,7,0.0000000000,1.0000000000,0.0000000000
