state,parent_state,to_move,layer,P(X wins),P(O wins),P(draws)
XOXO.OX.X,XOXO.OX..,O,7,0.5000000000,0.5000000000,0.0000000000
XOXO.OX..,XOXO..X..,X,6,0.6666666667,0.3333333333,0.0000000000
XOXO..XOX,XOXO..XO.,O,7,0.5000000000,0.5000000000,0.0000000000
XOXO..XO.,XOXO..X..,X,6,0.6666666667,0.3333333333,0.0000000000
XOXO..XXO,XOXO..X.O,O,7,0.5000000000,0.0000000000,0.5000000000
XOXO..X.O,XOXO..X..,X,6,0.6666666667,0.0000000000,0.3333333333
XOXO..X..,XOXO.....,O,5,0.5000000000,0.3333333333,0.1666666667
XOXOOO.XX,XOXOO..XX,X,8,0.0000000000,1.0000000000,0.0000000000
XOXOO.OXX,XOXOO..XX,X,8,1.0000000000,0.0000000000,0.0000000000
XOXOO..XX,XOXOO..X.,O,7,0.5000000000,0.5000000000,0.0000000000
XOXOO..X.,XOXO...X.,X,6,0.3333333333,0.3333333333,0.3333333333
XOXO.OOXX,XOXO.O.XX,X,8,1.0000000000,0.0000000000,0.0000000000
XOXO.O.XX,XOXO.O.X.,O,7,0.5000000000,0.5000000000,0.0000000000
XOXO.O.X.,XOXO...X.,X,6,0.6666666667,0.3333333333,0.0000000000
XOXO..OXX,XOXO..OX.,O,7,1.0000000000,0.0000000000,0.0000000000
XOXO..OX.,XOXO...X.,X,6,0.6666666667,0.0000000000,0.3333333333
XOXO...XO,XOXO...X.,X,6,0.3333333333,0.0000000000,0.6666666667
XOXO...X.,XOXO.....,O,5,0.5000000000,0.1666666667,0.3333333333
XOXOO...X,XOXO....X,X,6,0.5000000000,0.5000000000,0.0000000000
XOXO.O..X,XOXO....X,X,6,0.6666666667,0.3333333333,0.0000000000
XOXO..O.X,XOXO....X,X,6,1.0000000000,0.0000000000,0.0000000000
XOXO...OX,XOXO....X,X,6,0.8333333333,0.1666666667,0.0000000000
XOXO....X,XOXO.....,O,5,0.7500000000,0.2500000000,0.0000000000
XOXO.....,XOX......,X,4,0.6333333333,0.1666666667,0.2000000000
XOXXOOX..,XOXXOO...,O,7,1.0000000000,0.0000000000,0.0000000000
XOXXOOOXX,XOXXOOOX.,O,9,0.0000000000,0.0000000000,1.0000000000
XOXXOOOX.,XOXXOO.X.,X,8,0.0000000000,0.0000000000,1.0000000000
XOXXOOXXO,XOXXOO.XO,O,9,1.0000000000,0.0000000000,0.0000000000
XOXXOO.XO,XOXXOO.X.,X,8,1.0000000000,0.0000000000,0.0000000000
XOXXOO.X.,XOXXOO...,O,7,0.5000000000,0.0000000000,0.5000000000
XOXXOOO.X,XOXXOO..X,X,8,0.0000000000,0.0000000000,1.0000000000
XOXXOO.OX,XOXXOO..X,X,8,0.0000000000,1.0000000000,0.0000000000
XOXXOO..X,XOXXOO...,O,7,0.0000000000,0.5000000000,0.5000000000
XOXXOO...,XOXXO....,X,6,0.5000000000,0.1666666667,0.3333333333
XOXXOXOO.,XOXXOXO..,X,8,0.0000000000,1.0000000000,0.0000000000
XOXXOXOXO,XOXXOXO.O,O,9,0.0000000000,0.0000000000,1.0000000000
XOXXOXO.O,XOXXOXO..,X,8,0.0000000000,0.0000000000,1.0000000000
XOXXOXO..,XOXXO.O..,O,7,0.0000000000,0.5000000000,0.5000000000
XOXXO.OXO,XOXXO.OX.,X,8,0.0000000000,0.0000000000,1.0000000000
XOXXO.OX.,XOXXO.O..,O,7,0.0000000000,0.0000000000,1.0000000000
XOXXO.OOX,XOXXO.O.X,X,8,0.0000000000,1.0000000000,0.0000000000
XOXXO.O.X,XOXXO.O..,O,7,0.0000000000,0.5000000000,0.5000000000
XOXXO.O..,XOXXO....,X,6,0.0000000000,0.3333333333,0.6666666667
XOXXO..O.,XOXXO....,X,6,0.0000000000,1.0000000000,0.0000000000
XOXXOX.OO,XOXXOX..O,X,8,0.0000000000,1.0000000000,0.0000000000
XOXXOX..O,XOXXO...O,O,7,0.0000000000,0.5000000000,0.5000000000
XOXXO.X.O,XOXXO...O,O,7,1.0000000000,0.0000000000,0.0000000000
XOXXO..XO,XOXXO...O,O,7,0.5000000000,0.0000000000,0.5000000000
XOXXO...O,XOXXO....,X,6,0.5000000000,0.1666666667,0.3333333333
XOXXO....,XOX.O....,O,5,0.2500000000,0.4166666667,0.3333333333
XOX.OXOXO,XOX.OXOX.,X,8,0.0000000000,0.0000000000,1.0000000000
XOX.OXOX.,XOX.OXO..,O,7,0.5000000000,0.0000000000,0.5000000000
XOX.OXO.X,XOX.OXO..,O,7,1.0000000000,0.0000000000,0.0000000000
XOX.OXO..,XOX.OX...,X,6,0.5000000000,0.1666666667,0.3333333333
XOX.OX.O.,XOX.OX...,X,6,0.0000000000,1.0000000000,0.0000000000
XOX.OXXOO,XOX.OXX.O,X,8,0.0000000000,1.0000000000,0.0000000000
XOX.OXX.O,XOX.OX..O,O,7,0.0000000000,0.5000000000,0.5000000000
XOX.OX.XO,XOX.OX..O,O,7,0.0000000000,0.0000000000,1.0000000000
XOX.OX..O,XOX.OX...,X,6,0.0000000000,0.3333333333,0.6666666667
XOX.OX...,XOX.O....,O,5,0.2500000000,0.4166666667,0.3333333333
XOX.OOXXO,XOX.OOXX.,X,8,1.0000000000,0.0000000000,0.0000000000
XOX.OOXX.,XOX.OOX..,O,7,0.5000000000,0.5000000000,0.0000000000
XOX.OOXOX,XOX.OOX.X,X,8,0.0000000000,1.0000000000,0.0000000000
XOX.OOX.X,XOX.OOX..,O,7,0.0000000000,1.0000000000,0.0000000000
XOX.OOX..,XOX.O.X..,X,6,0.5000000000,0.5000000000,0.0000000000
XOX.O.XO.,XOX.O.X..,X,6,0.0000000000,1.0000000000,0.0000000000
XOX.O.XXO,XOX.O.X.O,O,7,0.5000000000,0.0000000000,0.5000000000
XOX.O.X.O,XOX.O.X..,X,6,0.5000000000,0.1666666667,0.3333333333
XOX.O.X..,XOX.O....,O,5,0.2500000000,0.5833333333,0.1666666667
XOX.OOOXX,XOX.OO.XX,X,8,0.0000000000,0.0000000000,1.0000000000
XOX.OO.XX,XOX.OO.X.,O,7,0.0000000000,0.5000000000,0.5000000000
XOX.OO.X.,XOX.O..X.,X,6,0.3333333333,0.3333333333,0.3333333333
XOX.O.OXX,XOX.O.OX.,O,7,0.5000000000,0.0000000000,0.5000000000
XOX.O.OX.,XOX.O..X.,X,6,0.3333333333,0.0000000000,0.6666666667
XOX.O..XO,XOX.O..X.,X,6,0.3333333333,0.0000000000,0.6666666667
XOX.O..X.,XOX.O....,O,5,0.3333333333,0.1666666667,0.5000000000
XOX.OO..X,XOX.O...X,X,6,0.0000000000,0.6666666667,0.3333333333
XOX.O.O.X,XOX.O...X,X,6,0.5000000000,0.1666666667,0.3333333333
XOX.O..OX,XOX.O...X,X,6,0.0000000000,1.0000000000,0.0000000000
XOX.O...X,XOX.O....,O,5,0.2500000000,0.5833333333,0.1666666667
XOX.O....,XOX......,X,4,0.2666666667,0.4333333333,0.3000000000
XOXXXOOOX,XOXXXOOO.,O,9,1.0000000000,0.0000000000,0.0000000000
XOXXXOOO.,XOXXXOO..,X,8,1.0000000000,0.0000000000,0.0000000000
XOXXXOOXO,XOXXXOO.O,O,9,0.0000000000,0.0000000000,1.0000000000
XOXXXOO.O,XOXXXOO..,X,8,0.0000000000,0.0000000000,1.0000000000
XOXXXOO..,XOXX.OO..,O,7,0.5000000000,0.0000000000,0.5000000000
XOXX.OOXO,XOXX.OOX.,X,8,0.0000000000,0.0000000000,1.0000000000
XOXX.OOX.,XOXX.OO..,O,7,0.0000000000,0.0000000000,1.0000000000
XOXX.OOOX,XOXX.OO.X,X,8,1.0000000000,0.0000000000,0.0000000000
XOXX.OO.X,XOXX.OO..,O,7,0.5000000000,0.0000000000,0.5000000000
XOXX.OO..,XOXX.O...,X,6,0.3333333333,0.0000000000,0.6666666667
XOXXXOXOO,XOXXXO.OO,O,9,1.0000000000,0.0000000000,0.0000000000
XOXXXO.OO,XOXXXO.O.,X,8,1.0000000000,0.0000000000,0.0000000000
XOXXXO.O.,XOXX.O.O.,O,7,1.0000000000,0.0000000000,0.0000000000
XOXX.OXO.,XOXX.O.O.,O,7,1.0000000000,0.0000000000,0.0000000000
XOXX.O.OX,XOXX.O.O.,O,7,0.5000000000,0.5000000000,0.0000000000
XOXX.O.O.,XOXX.O...,X,6,0.8333333333,0.1666666667,0.0000000000
XOXXXO..O,XOXX.O..O,O,7,0.5000000000,0.0000000000,0.5000000000
XOXX.OX.O,XOXX.O..O,O,7,1.0000000000,0.0000000000,0.0000000000
XOXX.O.XO,XOXX.O..O,O,7,0.5000000000,0.0000000000,0.5000000000
XOXX.O..O,XOXX.O...,X,6,0.6666666667,0.0000000000,0.3333333333
XOXX.O...,XOX..O...,O,5,0.5833333333,0.0833333333,0.3333333333
XOX.XOOXO,XOX.XOOX.,X,8,0.0000000000,0.0000000000,1.0000000000
XOX.XOOX.,XOX.XOO..,O,7,0.5000000000,0.0000000000,0.5000000000
XOX.XOO.X,XOX.XOO..,O,7,1.0000000000,0.0000000000,0.0000000000
XOX.XOO..,XOX.XO...,X,6,0.6666666667,0.0000000000,0.3333333333
XOX.XOXO.,XOX.XO.O.,O,7,1.0000000000,0.0000000000,0.0000000000
XOX.XO.OX,XOX.XO.O.,O,7,1.0000000000,0.0000000000,0.0000000000
XOX.XO.O.,XOX.XO...,X,6,1.0000000000,0.0000000000,0.0000000000
XOX.XOX.O,XOX.XO..O,O,7,1.0000000000,0.0000000000,0.0000000000
XOX.XO.XO,XOX.XO..O,O,7,0.5000000000,0.0000000000,0.5000000000
XOX.XO..O,XOX.XO...,X,6,0.6666666667,0.0000000000,0.3333333333
XOX.XO...,XOX..O...,O,5,0.8333333333,0.0000000000,0.1666666667
XOX..OXOX,XOX..OXO.,O,7,0.5000000000,0.5000000000,0.0000000000
XOX..OXO.,XOX..OX..,X,6,0.8333333333,0.1666666667,0.0000000000
XOX..OXXO,XOX..OX.O,O,7,1.0000000000,0.0000000000,0.0000000000
XOX..OX.O,XOX..OX..,X,6,1.0000000000,0.0000000000,0.0000000000
XOX..OX..,XOX..O...,O,5,0.7500000000,0.2500000000,0.0000000000
XOX..OOXX,XOX..OOX.,O,7,0.5000000000,0.0000000000,0.5000000000
XOX..OOX.,XOX..O.X.,X,6,0.3333333333,0.0000000000,0.6666666667
XOX..O.XO,XOX..O.X.,X,6,0.6666666667,0.0000000000,0.3333333333
XOX..O.X.,XOX..O...,O,5,0.5000000000,0.1666666667,0.3333333333
XOX..OO.X,XOX..O..X,X,6,0.6666666667,0.0000000000,0.3333333333
XOX..O.OX,XOX..O..X,X,6,0.6666666667,0.3333333333,0.0000000000
XOX..O..X,XOX..O...,O,5,0.5000000000,0.3333333333,0.1666666667
XOX..O...,XOX......,X,4,0.6333333333,0.1666666667,0.2000000000
XOXXX.OOO,XOXXX.OO.,X,8,0.0000000000,1.0000000000,0.0000000000
XOXXX.OO.,XOXX..OO.,O,7,0.5000000000,0.5000000000,0.0000000000
XOXX.XOOO,XOXX.XOO.,X,8,0.0000000000,1.0000000000,0.0000000000
XOXX.XOO.,XOXX..OO.,O,7,0.0000000000,1.0000000000,0.0000000000
XOXX..OOX,XOXX..OO.,O,7,0.5000000000,0.5000000000,0.0000000000
XOXX..OO.,XOXX..O..,X,6,0.3333333333,0.6666666667,0.0000000000
XOXXX.O.O,XOXX..O.O,O,7,0.0000000000,0.5000000000,0.5000000000
XOXX.XO.O,XOXX..O.O,O,7,0.0000000000,0.5000000000,0.5000000000
XOXX..OXO,XOXX..O.O,O,7,0.0000000000,0.0000000000,1.0000000000
XOXX..O.O,XOXX..O..,X,6,0.0000000000,0.3333333333,0.6666666667
XOXX..O..,XOX...O..,O,5,0.1666666667,0.3333333333,0.5000000000
XOX.XXOOO,XOX.XXOO.,X,8,0.0000000000,1.0000000000,0.0000000000
XOX.XXOO.,XOX.X.OO.,O,7,0.5000000000,0.5000000000,0.0000000000
XOX.X.OOX,XOX.X.OO.,O,7,1.0000000000,0.0000000000,0.0000000000
XOX.X.OO.,XOX.X.O..,X,6,0.6666666667,0.3333333333,0.0000000000
XOX.XXO.O,XOX.X.O.O,O,7,0.0000000000,0.5000000000,0.5000000000
XOX.X.OXO,XOX.X.O.O,O,7,0.0000000000,0.0000000000,1.0000000000
XOX.X.O.O,XOX.X.O..,X,6,0.0000000000,0.3333333333,0.6666666667
XOX.X.O..,XOX...O..,O,5,0.5000000000,0.1666666667,0.3333333333
XOX..XOOX,XOX..XOO.,O,7,1.0000000000,0.0000000000,0.0000000000
XOX..XOO.,XOX..XO..,X,6,0.5000000000,0.5000000000,0.0000000000
XOX..XOXO,XOX..XO.O,O,7,0.0000000000,0.0000000000,1.0000000000
XOX..XO.O,XOX..XO..,X,6,0.0000000000,0.3333333333,0.6666666667
XOX..XO..,XOX...O..,O,5,0.4166666667,0.2500000000,0.3333333333
XOX...OXO,XOX...OX.,X,6,0.0000000000,0.0000000000,1.0000000000
XOX...OX.,XOX...O..,O,5,0.3333333333,0.0000000000,0.6666666667
XOX...OOX,XOX...O.X,X,6,0.8333333333,0.1666666667,0.0000000000
XOX...O.X,XOX...O..,O,5,0.7500000000,0.0833333333,0.1666666667
XOX...O..,XOX......,X,4,0.4333333333,0.1666666667,0.4000000000
XOXXX..OO,XOXX...OO,O,7,0.5000000000,0.5000000000,0.0000000000
XOXX.X.OO,XOXX...OO,O,7,0.0000000000,1.0000000000,0.0000000000
XOXX..XOO,XOXX...OO,O,7,1.0000000000,0.0000000000,0.0000000000
XOXX...OO,XOXX...O.,X,6,0.5000000000,0.5000000000,0.0000000000
XOXX...O.,XOX....O.,O,5,0.4166666667,0.5833333333,0.0000000000
XOX.XX.OO,XOX.X..OO,O,7,0.5000000000,0.5000000000,0.0000000000
XOX.X.XOO,XOX.X..OO,O,7,1.0000000000,0.0000000000,0.0000000000
XOX.X..OO,XOX.X..O.,X,6,0.6666666667,0.3333333333,0.0000000000
XOX.X..O.,XOX....O.,O,5,0.8333333333,0.1666666667,0.0000000000
XOX..XXOO,XOX..X.OO,O,7,0.5000000000,0.5000000000,0.0000000000
XOX..X.OO,XOX..X.O.,X,6,0.3333333333,0.6666666667,0.0000000000
XOX..X.O.,XOX....O.,O,5,0.4166666667,0.5833333333,0.0000000000
XOX...XOO,XOX...XO.,X,6,0.8333333333,0.1666666667,0.0000000000
XOX...XO.,XOX....O.,O,5,0.5833333333,0.4166666667,0.0000000000
XOX....OX,XOX....O.,O,5,0.5833333333,0.4166666667,0.0000000000
XOX....O.,XOX......,X,4,0.5666666667,0.4333333333,0.0000000000
XOXX....O,XOX.....O,O,5,0.4166666667,0.2500000000,0.3333333333
XOX.X...O,XOX.....O,O,5,0.5000000000,0.1666666667,0.3333333333
XOX..X..O,XOX.....O,O,5,0.1666666667,0.3333333333,0.5000000000
XOX...X.O,XOX.....O,O,5,0.7500000000,0.0833333333,0.1666666667
XOX....XO,XOX.....O,O,5,0.3333333333,0.0000000000,0.6666666667
XOX.....O,XOX......,X,4,0.4333333333,0.1666666667,0.4000000000
XOX......,XO.......,O,3,0.4944444444,0.2555555556,0.2500000000
XOOXXOX..,XOOXXO...,O,7,1.0000000000,0.0000000000,0.0000000000
XOOXXOOXX,XOOXXOOX.,O,9,1.0000000000,0.0000000000,0.0000000000
XOOXXOOX.,XOOXXO.X.,X,8,1.0000000000,0.0000000000,0.0000000000
XOOXXO.XO,XOOXXO.X.,X,8,0.0000000000,1.0000000000,0.0000000000
XOOXXO.X.,XOOXXO...,O,7,0.5000000000,0.5000000000,0.0000000000
XOOXXO..X,XOOXXO...,O,7,1.0000000000,0.0000000000,0.0000000000
XOOXXO...,XOOXX....,X,6,0.8333333333,0.1666666667,0.0000000000
XOOXXXO..,XOOXX.O..,O,7,1.0000000000,0.0000000000,0.0000000000
XOOXXXOXO,XOOXX.OXO,O,9,1.0000000000,0.0000000000,0.0000000000
XOOXX.OXO,XOOXX.OX.,X,8,1.0000000000,0.0000000000,0.0000000000
XOOXX.OX.,XOOXX.O..,O,7,1.0000000000,0.0000000000,0.0000000000
XOOXX.O.X,XOOXX.O..,O,7,1.0000000000,0.0000000000,0.0000000000
XOOXX.O..,XOOXX....,X,6,1.0000000000,0.0000000000,0.0000000000
XOOXXX.O.,XOOXX..O.,O,7,1.0000000000,0.0000000000,0.0000000000
XOOXX.XO.,XOOXX..O.,O,7,1.0000000000,0.0000000000,0.0000000000
XOOXX..OX,XOOXX..O.,O,7,1.0000000000,0.0000000000,0.0000000000
XOOXX..O.,XOOXX....,X,6,1.0000000000,0.0000000000,0.0000000000
XOOXXX..O,XOOXX...O,O,7,1.0000000000,0.0000000000,0.0000000000
XOOXX.X.O,XOOXX...O,O,7,1.0000000000,0.0000000000,0.0000000000
XOOXX..XO,XOOXX...O,O,7,0.5000000000,0.5000000000,0.0000000000
XOOXX...O,XOOXX....,X,6,0.8333333333,0.1666666667,0.0000000000
XOOXX....,XOOX.....,O,5,0.9166666667,0.0833333333,0.0000000000
XOOXOXX..,XOOXOX...,O,7,1.0000000000,0.0000000000,0.0000000000
XOOXOXOX.,XOOXOX.X.,X,8,0.0000000000,1.0000000000,0.0000000000
XOOXOXXXO,XOOXOX.XO,O,9,1.0000000000,0.0000000000,0.0000000000
XOOXOX.XO,XOOXOX.X.,X,8,1.0000000000,0.0000000000,0.0000000000
XOOXOX.X.,XOOXOX...,O,7,0.5000000000,0.5000000000,0.0000000000
XOOXOXO.X,XOOXOX..X,X,8,0.0000000000,1.0000000000,0.0000000000
XOOXOX.OX,XOOXOX..X,X,8,0.0000000000,1.0000000000,0.0000000000
XOOXOX..X,XOOXOX...,O,7,0.0000000000,1.0000000000,0.0000000000
XOOXOX...,XOOX.X...,X,6,0.5000000000,0.5000000000,0.0000000000
XOOX.XOXO,XOOX.XOX.,X,8,1.0000000000,0.0000000000,0.0000000000
XOOX.XOX.,XOOX.XO..,O,7,0.5000000000,0.5000000000,0.0000000000
XOOXXXOOX,XOOX.XOOX,O,9,1.0000000000,0.0000000000,0.0000000000
XOOX.XOOX,XOOX.XO.X,X,8,1.0000000000,0.0000000000,0.0000000000
XOOX.XO.X,XOOX.XO..,O,7,0.5000000000,0.5000000000,0.0000000000
XOOX.XO..,XOOX.X...,X,6,0.6666666667,0.3333333333,0.0000000000
XOOX.XXO.,XOOX.X.O.,O,7,1.0000000000,0.0000000000,0.0000000000
XOOX.X.OX,XOOX.X.O.,O,7,0.5000000000,0.5000000000,0.0000000000
XOOX.X.O.,XOOX.X...,X,6,0.8333333333,0.1666666667,0.0000000000
XOOX.XX.O,XOOX.X..O,O,7,1.0000000000,0.0000000000,0.0000000000
XOOX.X.XO,XOOX.X..O,O,7,1.0000000000,0.0000000000,0.0000000000
XOOX.X..O,XOOX.X...,X,6,1.0000000000,0.0000000000,0.0000000000
XOOX.X...,XOOX.....,O,5,0.7500000000,0.2500000000,0.0000000000
XOOX..X..,XOOX.....,O,5,1.0000000000,0.0000000000,0.0000000000
XOOXO.XX.,XOOXO..X.,O,7,1.0000000000,0.0000000000,0.0000000000
XOOXOOXXX,XOOXOO.XX,O,9,1.0000000000,0.0000000000,0.0000000000
XOOXOO.XX,XOOXO..XX,X,8,1.0000000000,0.0000000000,0.0000000000
XOOXO.OXX,XOOXO..XX,X,8,0.0000000000,1.0000000000,0.0000000000
XOOXO..XX,XOOXO..X.,O,7,0.5000000000,0.5000000000,0.0000000000
XOOXO..X.,XOOX...X.,X,6,0.6666666667,0.3333333333,0.0000000000
XOOX.OXX.,XOOX.O.X.,O,7,1.0000000000,0.0000000000,0.0000000000
XOOX.OOXX,XOOX.O.XX,X,8,1.0000000000,0.0000000000,0.0000000000
XOOX.O.XX,XOOX.O.X.,O,7,1.0000000000,0.0000000000,0.0000000000
XOOX.O.X.,XOOX...X.,X,6,0.8333333333,0.1666666667,0.0000000000
XOOX..OXX,XOOX..OX.,O,7,0.5000000000,0.5000000000,0.0000000000
XOOX..OX.,XOOX...X.,X,6,0.6666666667,0.3333333333,0.0000000000
XOOX..XXO,XOOX...XO,O,7,1.0000000000,0.0000000000,0.0000000000
XOOX...XO,XOOX...X.,X,6,0.8333333333,0.1666666667,0.0000000000
XOOX...X.,XOOX.....,O,5,0.7500000000,0.2500000000,0.0000000000
XOOXO.X.X,XOOXO...X,O,7,1.0000000000,0.0000000000,0.0000000000
XOOXO...X,XOOX....X,X,6,0.5000000000,0.5000000000,0.0000000000
XOOX.OX.X,XOOX.O..X,O,7,1.0000000000,0.0000000000,0.0000000000
XOOX.O..X,XOOX....X,X,6,1.0000000000,0.0000000000,0.0000000000
XOOX..O.X,XOOX....X,X,6,0.6666666667,0.3333333333,0.0000000000
XOOX..XOX,XOOX...OX,O,7,1.0000000000,0.0000000000,0.0000000000
XOOX...OX,XOOX....X,X,6,0.8333333333,0.1666666667,0.0000000000
XOOX....X,XOOX.....,O,5,0.7500000000,0.2500000000,0.0000000000
XOOX.....,XO.X.....,X,4,0.8333333333,0.1666666667,0.0000000000
XO.XOXOXO,XO.XOXOX.,X,8,0.0000000000,0.0000000000,1.0000000000
XO.XOXOX.,XO.XOXO..,O,7,0.0000000000,0.5000000000,0.5000000000
XO.XOXOOX,XO.XOXO.X,X,8,0.0000000000,1.0000000000,0.0000000000
XO.XOXO.X,XO.XOXO..,O,7,0.0000000000,1.0000000000,0.0000000000
XO.XOXO..,XO.XOX...,X,6,0.0000000000,0.6666666667,0.3333333333
XO.XOX.O.,XO.XOX...,X,6,0.0000000000,1.0000000000,0.0000000000
XO.XOXX.O,XO.XOX..O,O,7,1.0000000000,0.0000000000,0.0000000000
XO.XOX.XO,XO.XOX..O,O,7,0.5000000000,0.0000000000,0.5000000000
XO.XOX..O,XO.XOX...,X,6,0.5000000000,0.1666666667,0.3333333333
XO.XOX...,XO.XO....,O,5,0.2500000000,0.5833333333,0.1666666667
XO.XO.X..,XO.XO....,O,5,1.0000000000,0.0000000000,0.0000000000
XO.XOOXX.,XO.XOO.X.,O,7,1.0000000000,0.0000000000,0.0000000000
XO.XOOOXX,XO.XOO.XX,X,8,0.0000000000,0.0000000000,1.0000000000
XO.XOO.XX,XO.XOO.X.,O,7,0.5000000000,0.0000000000,0.5000000000
XO.XOO.X.,XO.XO..X.,X,6,0.6666666667,0.0000000000,0.3333333333
XO.XO.OXX,XO.XO.OX.,O,7,0.0000000000,0.5000000000,0.5000000000
